| Code   | [511:0] | [255:0] | [127:0] |
| 000000 | zmm0    | ymm0    | xmm0    |
| 000001 | zmm1    | ymm1    | xmm1    |
| 000010 | zmm2    | ymm2    | xmm2    |
| 000011 | zmm3    | ymm3    | xmm3    |
| 000100 | zmm4    | ymm4    | xmm4    |
| 000101 | zmm5    | ymm5    | xmm5    |
| 000110 | zmm6    | ymm6    | xmm6    |
| 000111 | zmm7    | ymm7    | xmm7    |
| 001000 | zmm8    | ymm8    | xmm8    |
| 001001 | zmm9    | ymm9    | xmm9    |
| 001010 | zmm10   | ymm10   | xmm10   |
| 001011 | zmm11   | ymm11   | xmm11   |
| 001100 | zmm12   | ymm12   | xmm12   |
|        | zmm13   | ymm13   | xmm13   |
|        | zmm14   | ymm14   | xmm14   |
|        | zmm15   | ymm15   | xmm15   |
|        | zmm16   | ymm16   | xmm16   |
|        | zmm17   | ymm17   | xmm17   |
|        | zmm18   | ymm18   | xmm18   |
|        | zmm19   | ymm19   | xmm19   |
|        | zmm20   | ymm20   | xmm20   |
|        | zmm21   | ymm21   | xmm21   |
|        | zmm22   | ymm22   | xmm22   |
|        | zmm23   | ymm23   | xmm23   |
|        | zmm24   | ymm24   | xmm24   |
|        | zmm25   | ymm25   | xmm25   |
|        | zmm26   | ymm26   | xmm26   |
|        | zmm27   | ymm27   | xmm27   |
|        | zmm28   | ymm28   | xmm28   |
|        | zmm29   | ymm29   | xmm29   |
|        | zmm30   | ymm30   | xmm30   |
|        | zmm31   | ymm31   | xmm31   |
